RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VMASBBN-N2,18,LAJTK2A,19,GONTK2A,764,60
VMASBBN-N2,19,GONTK2A,20,EBETK2A,538,60
VMASBBN-N2,20,EBETK2A,21,FLOTK2A,593,60
VMASBBN-N2,21,FLOTK2A,22,CABTK2A,611,60
VMASBBN-N2,22,CABTK2A,23,CIUCB2A,793,60
VMASBBN-N2,23,CIUCB2A,24,VCUTK2A,586,60
VMASBBN-N2,24,VCUTK2A,25,ROQTK2A,327,60
VMASBBN-N2,25,ROQTK2A,26,ADITK2A,537,60
VMASBBN-N2,26,ADITK2A,27,VGRTK2A,902,60
VMASBBN-N2,27,VGRTK2A,28,BALTK2A,522,60
VMASBBN-N2,28,BALTK2A,29,PANTK2A,543,60
VMASBBN-N2,29,PANTK2A,30,NVATK2A,494,60
VMASBBN-N2,30,NVATK2A,31,ANCTK2A,516,60
